nombre,categoria,tipo,expansion,precio,estado,etiqueta,cantidad,imagen
"Fiora, Peerless",Riftbound,single,Spiritforged,663,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9081906c24455218d9fef8c0faa04ecc85dc462c-744x1039.png?accountingTag=RB
Here to Help,Riftbound,single,Spiritforged,110,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6daa8caf27f76f2b0bce189fb9df196129582afa-744x1039.png?accountingTag=RB
Kato the Arm,Riftbound,single,Spiritforged,55,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f4ea4f2f5169a3813d9eb7f0d3d2f41bdddebfc7-744x1039.png?accountingTag=RB
"Lucian, Merciless",Riftbound,single,Spiritforged,169,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bc192b6e22e7a277c53f035809c59db4548a0fd5-744x1039.png?accountingTag=RB
"Lucian, Merciless",Riftbound,single,Spiritforged,1833,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e05478b8081b3694a795ab0308b1e2c2a7748715-744x1039.png?accountingTag=RB
Marching Orders,Riftbound,single,Spiritforged,78,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b553f8e16e0ff1aaa57f74121e68954fbe45a07b-744x1039.png?accountingTag=RB
Trinity Force,Riftbound,single,Spiritforged,151,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e8b64985389e5792afc2a2fe0dc23ae7590d7709-744x1039.png?accountingTag=RB
"Yone, Blademaster",Riftbound,single,Spiritforged,110,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0e8efd9af74b65170e04eed45844e6d7e2c4d70b-744x1039.png?accountingTag=RB
Ancient Henge,Riftbound,single,Spiritforged,731,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c7c260b77b4174a61aed6243ed90f76594102193-744x1039.png?accountingTag=RB
Boneshiver,Riftbound,single,Spiritforged,1741,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c3e4d8c3f3975a7429428ac90e5ebcffa1f8e5a9-744x1039.png?accountingTag=RB
"Jax, Unrelenting",Riftbound,single,Spiritforged,462,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e63ab3370a6e4ce4baddfba12ab92468f6cc9541-744x1039.png?accountingTag=RB
"Jax, Unrelenting",Riftbound,single,Spiritforged,608,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a5796125bdb0af8ceb60cd0c5c273c6417e0f7da-744x1039.png?accountingTag=RB
"Sivir, Ambitious",Riftbound,single,Spiritforged,224,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bd3f242c9ca59cfc2d7dc5b146877c66bb310bb7-744x1039.png?accountingTag=RB
"Sivir, Ambitious",Riftbound,single,Spiritforged,530,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/484adbe28bafadf0ac37d7787c916013bd106793-744x1039.png?accountingTag=RB
Black Market Broker,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f167c95cea17981f20b767ff81c180aab8a383e2-744x1039.png?accountingTag=RB
Called Shot,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8fb07f0b3c0c697e324fb016f4cf7e4288aa4594-744x1039.png?accountingTag=RB
Corrupt Enforcer,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3c0a6bf40b629fa038299329c1d803fc9fc8e61e-744x1039.png?accountingTag=RB
Doran's Ring,Riftbound,single,Spiritforged,23,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/054df5a11967b768430a2f763e1b5d4dbbac3b50-744x1039.png?accountingTag=RB
Fae Porter,Riftbound,single,Spiritforged,18,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d233b11d4efb2652d7ede556dd9f730903cdba9-744x1039.png?accountingTag=RB
Loyal Pup,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2f15c4508900636e1560fa0e8832aff6b3160d0f-744x1039.png?accountingTag=RB
Master Bingwen,Riftbound,single,Spiritforged,14,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/52c7f0fe49f24c29cb797613444f86a810292ec2-744x1039.png?accountingTag=RB
Overzealous Fan,Riftbound,single,Spiritforged,64,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/922d7f337fbf14f0d62d43f69ca2a1e7480dd022-744x1039.png?accountingTag=RB
Temptation,Riftbound,single,Spiritforged,14,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d5075a540ff5e4a2daec598cb6400fbb6570673-744x1039.png?accountingTag=RB
Treasure Hunter,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c4e1bf257379b4612a1c58f0480480d9b698196c-744x1039.png?accountingTag=RB
Ancient Warmonger,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8ba05afcfbe6901fb4bdb736d5e61656a551f668-744x1039.png?accountingTag=RB
Beast Below,Riftbound,single,Spiritforged,64,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d27a56111c68c651099d7b73b22a54a825458857-744x1039.png?accountingTag=RB
Boots of Swiftness,Riftbound,single,Spiritforged,137,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a8a8e977f7427227adac69b5d2db07f643d0df09-744x1039.png?accountingTag=RB
Cull,Riftbound,single,Spiritforged,59,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/885ee56a4153b4f9fd064e9d24c9d55400e1291f-744x1039.png?accountingTag=RB
Factory Recall,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/86bd2be6d0750e3444355bce229f83930825e968-744x1039.png?accountingTag=RB
Hard Bargain,Riftbound,single,Spiritforged,484,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2b09887a6e0d2f109aefea62ca6744488794c233-744x1039.png?accountingTag=RB
Harpoon Squad,Riftbound,single,Spiritforged,23,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f50d32a202375bf09781ae578db107abe84937e0-744x1039.png?accountingTag=RB
Windsinger,Riftbound,single,Spiritforged,82,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e47c9a3956f8fbb77daa5fdb2ee433dd1772f247-744x1039.png?accountingTag=RB
Edge of Night,Riftbound,single,Spiritforged,142,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b3e385162bf3566618bb58b7a866eef846beefba-744x1039.png?accountingTag=RB
"Fizz, Trickster",Riftbound,single,Spiritforged,2454,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6d1c6615fb6ef5fb520a35b2ce76f8feee9167dc-744x1039.png?accountingTag=RB
"Irelia, Graceful",Riftbound,single,Spiritforged,603,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/08419c2b5b7aa7e5f63854e324d5dabe0b5997a2-744x1039.png?accountingTag=RB
"Irelia, Graceful",Riftbound,single,Spiritforged,82,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/03b9d73a7ef02447d7f4b67381a76616249061cc-744x1039.png?accountingTag=RB
Jae Medarda,Riftbound,single,Spiritforged,32,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/92eac6bb020a068d9c1668b59ecaaeab05112b3f-744x1039.png?accountingTag=RB
"Sivir, Mercenary",Riftbound,single,Spiritforged,649,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6c0eeb81da597528625d458cb4c560298b5bea50-744x1039.png?accountingTag=RB
"Sivir, Mercenary",Riftbound,single,Spiritforged,87,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb07b4adc6e301fae973ab13156028390facbad2-744x1039.png?accountingTag=RB
Spirit Wheel,Riftbound,single,Spiritforged,73,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d83d994e6dc7949eb783da16f4bbdb64342a8dfb-744x1039.png?accountingTag=RB
Switcheroo,Riftbound,single,Spiritforged,320,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a4338f495feff5eee46d5349b5fded5e35e76176-744x1039.png?accountingTag=RB
"Vex, Cheerless",Riftbound,single,Spiritforged,256,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e9025578c7b5845a1a9c9a83e045bcbe71a76e71-744x1039.png?accountingTag=RB
Downwell,Riftbound,single,Spiritforged,4140,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/950eff0d07ef1e25be46fdb340fe8510c551c159-744x1039.png?accountingTag=RB
"Draven, Audacious",Riftbound,single,Spiritforged,992,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8247622cbe90eadada8d0660ea31d146b1207a87-744x1039.png?accountingTag=RB
"Draven, Audacious",Riftbound,single,Spiritforged,1133,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2b2c2a20cd22c8799b211dd4d7f95c95a8be33ea-744x1039.png?accountingTag=RB
"Ezreal, Prodigy",Riftbound,single,Spiritforged,4118,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b371832f41cd8b15cd4f29828081dd030c48d7ac-744x1039.png?accountingTag=RB
"Ezreal, Prodigy",Riftbound,single,Spiritforged,3300,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b48d6242ceb84c3eae7109317d51efaf1e56c9c3-744x1039.png?accountingTag=RB
Last Rites,Riftbound,single,Spiritforged,13504,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6cfab85030bff454262794e4fa12f11b5dc45a74-744x1039.png?accountingTag=RB
Bonds of Strength,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/344034c00d9fad558e98a64efab0310ad4bac37c-744x1039.png?accountingTag=RB
Eminent Benefactor,Riftbound,single,Spiritforged,23,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8b1a3e89fc40bb81c44f0ee232a701d85a1f209f-744x1039.png?accountingTag=RB
Eye of the Herald,Riftbound,single,Spiritforged,32,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc3e26e0e4ff94de360f1163c41641daf81c1900-744x1039.png?accountingTag=RB
Guards!,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1dc4fef81d018c6cf14f0344b51ebcdec968aab9-744x1039.png?accountingTag=RB
Honest Broker,Riftbound,single,Spiritforged,50,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b3cc9bb93888f6f276f674baa16a0e53c724ae99-744x1039.png?accountingTag=RB
Laurent Duelist,Riftbound,single,Spiritforged,9,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b3410a1d9ee175c4853453798bcd5f09d2e217c-744x1039.png?accountingTag=RB
Royal Guard,Riftbound,single,Spiritforged,23,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/919d79a3f5a38c78476e6414a898a0dc7b385629-744x1039.png?accountingTag=RB
Sandshifter,Riftbound,single,Spiritforged,32,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/57f72b30862074bb5d1f302e86ee3cec024cd980-744x1039.png?accountingTag=RB
Trusty Ramhound,Riftbound,single,Spiritforged,41,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0bd3f82ebe45a4dc09204582d06900916e6c0480-744x1039.png?accountingTag=RB
Zaun Punk,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/af4eec8bb065708bf790b940fa065ea3e735afa0-744x1039.png?accountingTag=RB
B.F. Sword,Riftbound,single,Spiritforged,114,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/97cd20e414c7282abb18cf7691eb1a5a2435af90-744x1039.png?accountingTag=RB
Blood Money,Riftbound,single,Spiritforged,82,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0062fe2a96fc94bd8d85c01607a48e8619ed4e20-744x1039.png?accountingTag=RB
Deathgrip,Riftbound,single,Spiritforged,128,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/695304200c6fd3b287bd319ac564d31936b23d66-744x1039.png?accountingTag=RB
Drag Under,Riftbound,single,Spiritforged,91,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2400881960412ada4c1d1066105f206b02f8998a-744x1039.png?accountingTag=RB
Glasc Mixologist,Riftbound,single,Spiritforged,101,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7422fee71796aa61f8d9691d07654b901fc20f2-744x1039.png?accountingTag=RB
Rally the Troops,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/952476dd51338ff97774946ded134a2072b2e6c9-744x1039.png?accountingTag=RB
Unsung Hero,Riftbound,single,Spiritforged,73,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2a227ef7494af6409000c13c4f3d1094cec3a3a8-744x1039.png?accountingTag=RB
Vanguard Armory,Riftbound,single,Spiritforged,101,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4f4d735ff77ea599307e142196338d438fcedc05-744x1039.png?accountingTag=RB
Altar of Memories,Riftbound,single,Spiritforged,91,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3ddc94a035d793d48987c6fe5d65fa11ea25c808-744x1039.png?accountingTag=RB
"Rek'Sai, Swarm Queen",Riftbound,single,Spiritforged,535,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a268cef6d06080055575bed86aca6db9d75359ac-744x1039.png?accountingTag=RB
"Rek'Sai, Swarm Queen",Riftbound,single,Spiritforged,78,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5470aaad3bdb7ff5d2e605b07d93cedb7254c54d-744x1039.png?accountingTag=RB
"Renata Glasc, Industrialist",Riftbound,single,Spiritforged,114,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/edacb8a82d840f2fe46233de9157319a1dc6361a-744x1039.png?accountingTag=RB
"Renata Glasc, Industrialist",Riftbound,single,Spiritforged,553,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/358df43d50a3fc018a6e092acd5fbb3031e0033d-744x1039.png?accountingTag=RB
Sacred Shears,Riftbound,single,Spiritforged,87,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/af1069aef68d413127dfa84e4e96b8d66a8720ca-744x1039.png?accountingTag=RB
"Soraka, Wanderer",Riftbound,single,Spiritforged,101,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/91fd5050b8caded842ce22c1e473f237cd991efd-744x1039.png?accountingTag=RB
Trove Golem,Riftbound,single,Spiritforged,83,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e5b0966cc00203db1036b6fa95360541f72ae131-744x1039.png?accountingTag=RB
Undertitan,Riftbound,single,Spiritforged,128,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aa3bd795a1fa015b42bf64a2d588f527342c2a15-744x1039.png?accountingTag=RB
"Xin Zhao, Vigilant",Riftbound,single,Spiritforged,183,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ec694ac53a49fd4419434cb144daaaf0f38da574-744x1039.png?accountingTag=RB
"Azir, Sovereign",Riftbound,single,Spiritforged,1924,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62c75543213df186d3f05236fda6abe8992c948e-744x1039.png?accountingTag=RB
"Azir, Sovereign",Riftbound,single,Spiritforged,1709,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/088970936fc800bd2c4b36636734e16c83e1c8f9-744x1039.png?accountingTag=RB
Blade of the Ruined King,Riftbound,single,Spiritforged,759,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/26ab126258a15afd380c313e973f7469808ce55f-744x1039.png?accountingTag=RB
Corina Veraza,Riftbound,single,Spiritforged,516,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6b0f55aee4b4f9d0074c808e0fff00dcb7e35377-744x1039.png?accountingTag=RB
"Fiora, Worthy",Riftbound,single,Spiritforged,1974,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e38428b921717edf676bd7f9628fc61b1355814c-744x1039.png?accountingTag=RB
"Fiora, Worthy",Riftbound,single,Spiritforged,279,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7339e76b7796242a15e97cfddbe04c32d5a05063-744x1039.png?accountingTag=RB
Mechanized Menace,Riftbound,single,Spiritforged,50,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f311115e4c527ce82010596ce462d4050a9201b2-744x1039.png?accountingTag=RB
Danger Zone,Riftbound,single,Spiritforged,169,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c4652150ba885dd346b8f3622fd0e4ada7cf767f-744x1039.png?accountingTag=RB
Purifier,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/450cfb71b8890904d48b37a24bbdc78f8d849614-744x1039.png?accountingTag=RB
Relentless Pursuit,Riftbound,single,Spiritforged,580,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/48754730486abefdb56221d0760b9c963aae7c09-744x1039.png?accountingTag=RB
Glorious Executioner,Riftbound,single,Spiritforged,96,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b01b2d0454ceeffdc106c4c64a390b275ebf390b-744x1039.png?accountingTag=RB
Spinning Axe,Riftbound,single,Spiritforged,635,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e4e0328034e605d000e23ac5e820d233f0e3b520-744x1039.png?accountingTag=RB
Void Burrower,Riftbound,single,Spiritforged,55,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2db78549c30d8f9012af797fe075c4dc2355ec5d-744x1039.png?accountingTag=RB
Void Rush,Riftbound,single,Spiritforged,1170,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ce606f096ae76485cd8dd3cc337629b510f0d1e7-744x1039.png?accountingTag=RB
Fire Below the Mountain,Riftbound,single,Spiritforged,73,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ed58d654034d545e54c85d836f3a6552772dd75b-744x1039.png?accountingTag=RB
Forgefire Cape,Riftbound,single,Spiritforged,201,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9bc49433a6ec5a8f4f1b44351094523d51b6bc11-744x1039.png?accountingTag=RB
Rabadon's Deathcrown,Riftbound,single,Spiritforged,160,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e93d11bdae446762b1932f0327d2ffe489fa4481-744x1039.png?accountingTag=RB
Shurelya's Requiem,Riftbound,single,Spiritforged,219,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f2f7175e61486859d7f5da804e41733d66b2254-744x1039.png?accountingTag=RB
Grandmaster at Arms,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c6ddf49d7249bc8ac194fd9b194bfcb8857a4466-744x1039.png?accountingTag=RB
Counter Strike,Riftbound,single,Spiritforged,864,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7c643b3da9a78518b1b92e3eeb0078b88d82bf79-744x1039.png?accountingTag=RB
Blade Dancer,Riftbound,single,Spiritforged,110,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/656ef2d1724b818e9e737ec5dcce923de067a316-744x1039.png?accountingTag=RB
Defiant Dance,Riftbound,single,Spiritforged,10004,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f5bc5c9e321830337998a2b85e4fec3cd8251c9-744x1039.png?accountingTag=RB
Emperor of the Sands,Riftbound,single,Spiritforged,82,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0472274c49f6540858758ebf9bd2f107a601541a-744x1039.png?accountingTag=RB
Arise!,Riftbound,single,Spiritforged,9158,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/346f4698fea2878dde88470c1793047140c981e3-744x1039.png?accountingTag=RB
Prodigal Explorer,Riftbound,single,Spiritforged,78,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d0e143d9edbc14971b2a7b463b3c25b2b6a0c098-744x1039.png?accountingTag=RB
Arcane Shift,Riftbound,single,Spiritforged,951,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a5d1d26dee01db24f32a1432639478753d22aa92-744x1039.png?accountingTag=RB
Chem-Baroness,Riftbound,single,Spiritforged,69,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4bd289c281ad64229061ff909abf88c12a574833-744x1039.png?accountingTag=RB
Hostile Takeover,Riftbound,single,Spiritforged,402,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/56651a87166df7108ce9f945bd71390d4926770a-744x1039.png?accountingTag=RB
Battle Mistress,Riftbound,single,Spiritforged,82,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fd060882c32a8deac04aea4241c6ab7b97236a05-744x1039.png?accountingTag=RB
On the Hunt,Riftbound,single,Spiritforged,206,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3205df9cf3d12551c445a740889392264ec95b09-744x1039.png?accountingTag=RB
Grand Duelist,Riftbound,single,Spiritforged,64,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37064aa79c13316b5dd28f0a2b054821a43f6650-744x1039.png?accountingTag=RB
Riposte,Riftbound,single,Spiritforged,827,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/07af52eada661904b467ca118c2715435f0a3b00-744x1039.png?accountingTag=RB
Emperor's Dais,Riftbound,single,Spiritforged,37,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c1ea4f6f58a62fc2b62647aa3459109e3d10297a-1039x744.png?accountingTag=RB
Forge of the Fluft,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6ad10353e7fc1337d8cc79086f8eaac1c75f5598-1039x744.png?accountingTag=RB
Forgotten Monument,Riftbound,single,Spiritforged,32,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b0c98558fccd68c9ac93cd5b3412c31c68b5ace9-1039x744.png?accountingTag=RB
Hall of Legends,Riftbound,single,Spiritforged,50,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3b6438877bd2bd95e7a3a8921ddf6bca26d3fd95-1039x744.png?accountingTag=RB
Marai Spire,Riftbound,single,Spiritforged,41,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ff64dcbac9b392d4f6930a7359114aa68aa14ebe-1039x744.png?accountingTag=RB
Minefield,Riftbound,single,Spiritforged,41,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/46614658b08563f07cc81a4f4fa4ec8a067710b9-1039x744.png?accountingTag=RB
Ornn's Forge,Riftbound,single,Spiritforged,46,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e228948bc7a6d8ee858fbc0bed3d93a53f467097-1039x744.png?accountingTag=RB
Power Nexus,Riftbound,single,Spiritforged,37,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/653db9a5f2aead0191c8d61da3d1876fb894b545-1039x744.png?accountingTag=RB
Ravenbloom Conservatory,Riftbound,single,Spiritforged,59,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d4ded211cb972b7f64bad2b99ee53abe8d13e4e2-1039x744.png?accountingTag=RB
Rockfall Path,Riftbound,single,Spiritforged,55,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a1bde66bccf2786e7c0b9d44fcdcdaa6b59f0328-1039x744.png?accountingTag=RB
Seat of Power,Riftbound,single,Spiritforged,50,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8b9db30f8eedd5e5463a0fceaeaf90069bce39ae-1039x744.png?accountingTag=RB
Sunken Temple,Riftbound,single,Spiritforged,50,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/06f6d17929d19000006cf281d013ecbe1543af0e-1039x744.png?accountingTag=RB
The Papertree,Riftbound,single,Spiritforged,32,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c395b94a4f78b4e8b0590b56787c33600b18e358-1039x744.png?accountingTag=RB
Treasure Hoard,Riftbound,single,Spiritforged,41,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb39bf9f8c30d1ed756ba1b83c975a89d3635159-1039x744.png?accountingTag=RB
Veiled Temple,Riftbound,single,Spiritforged,27,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6f2b38874a09b3e3df3fe584ea77e84aa5423e37-1039x744.png?accountingTag=RB
Seal of Rage,Riftbound,single,Spiritforged,21086,Near Mint,,1,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/669d4dd94cf2d88ad58333c13a98cca2014e71aa-744x1039.png?accountingTag=RB
