"id","code","collector_number","name","set_id","set_name","type","rarity","domains","energy","power","might","tags","illustrator","ability_text","image_url"
"ogn-068-298","OGN-068/298","68","Caitlyn, Patrolling","OGN","Origins","Unit","Rare","Calm","3","1","3","","Six More Vodka","I must be assigned combat damage last. :rb_exhaust:: Deal damage equal to my Might to a unit at a battlefield. Use this ability only while I'm at a battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/51e6bacf25d19e7c391367ff107efb9e0b9f1ff5-744x1039.png?accountingTag=RB"
"ogn-069-298","OGN-069/298","69","Last Stand","OGN","Origins","Spell","Rare","Calm","3","1","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Double a friendly unit's Might this turn. Give it [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9062d372d299c5c6a0c679f0ff07ba71590ca5f1-744x1039.png?accountingTag=RB"
"ogn-070-298","OGN-070/298","70","Mageseeker Warden","OGN","Origins","Unit","Rare","Calm","6","1","5","","Six More Vodka","While I'm at a battlefield, opponents can only play units to their base. While I'm at a battlefield, spells and abilities can't ready enemy units and gear.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ae844b929f817cdf76fe40c7bf5d5fc02062bdac-744x1039.png?accountingTag=RB"
"ogn-071-298","OGN-071/298","71","Party Favors","OGN","Origins","Spell","Rare","Calm","3","","","","Kudos Productions","Each other player chooses Cards or Runes. For each player that chooses Cards, you and that player each draw 1. For each player that chooses Runes, you and that player each channel 1 rune exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fddcef3c55663c5d6856f6d039d19cacfd64abb5-744x1039.png?accountingTag=RB"
"ogn-072-298","OGN-072/298","72","Solari Shrine","OGN","Origins","Gear","Rare","Calm","3","","","","Kudos Productions","When you kill a stunned enemy unit, you may exhaust this to draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/139a6d1c62a717bab4cdd75926e7f4aba6efb15d-744x1039.png?accountingTag=RB"
"ogn-073-298","OGN-073/298","73","Sona, Harmonious","OGN","Origins","Unit","Rare","Calm","4","1","4","","League Splash Team","At the end of your turn, if I'm at a battlefield, ready up to 4 friendly runes.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8582f6430821fb912fcb3619c5ce9405f254cb2f-744x1039.png?accountingTag=RB"
"ogn-074-298","OGN-074/298","74","Taric, Protector","OGN","Origins","Unit","Rare","Calm","4","1","4","","Six More Vodka","[Shield] (+1 :rb_might: while I'm a defender.) [Tank] (I must be assigned combat damage first.) Other friendly units here have [Shield].","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7d08e3f64401cb87b8a0564a1cbe6fc94aee03a7-744x1039.png?accountingTag=RB"
"ogn-075-298","OGN-075/298","75","Tasty Faefolk","OGN","Origins","Unit","Rare","Calm","7","","6","","Dao Trong Le","[Accelerate] (You may pay :rb_energy_1::rb_rune_calm: as an additional cost to have me enter ready.) [Deathknell] — Channel 2 runes exhausted and draw 1. (When I die, get the effect.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65f69ca9a1087deb12e91fb6fdee7b6efd0c088f-744x1039.png?accountingTag=RB"
"ogn-076a-298","OGN-076a/298","76","Yasuo, Remorseful","OGN","Origins","Unit","Showcase","Calm","6","2","6","","League Splash Team","When I attack, deal damage equal to my Might to an enemy unit here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3f2cff3ff3b146c8bfe11594e37e9d8109884273-744x1039.png?accountingTag=RB"
"ogn-076-298","OGN-076/298","76","Yasuo, Remorseful","OGN","Origins","Unit","Rare","Calm","6","2","6","","Six More Vodka","When I attack, deal damage equal to my Might to an enemy unit here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1643a6c93626884c93363557e1a483642bda6c45-744x1039.png?accountingTag=RB"
"ogn-077-298","OGN-077/298","77","Zhonya's Hourglass","OGN","Origins","Gear","Rare","Calm","2","","","","Kudos Productions","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) If a friendly unit would die, kill this instead. Heal that unit, exhaust it, and recall it. (Send it to base. This isn't a move.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dc38172c56f838b407fc9f170ba973da32d7cd4d-744x1039.png?accountingTag=RB"
"ogn-078-298","OGN-078/298","78","Lee Sin, Ascetic","OGN","Origins","Unit","Epic","Calm","5","1","5","","Six More Vodka","[Shield] (+1 :rb_might: while I'm a defender.) :rb_exhaust:: Buff me. (I get a +1 :rb_might: buff.) I can have any number of buffs.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/70734e8833bfbbdb2736407c449f418553e3cf7c-744x1039.png?accountingTag=RB"
"ogn-078a-298","OGN-078a/298","78","Lee Sin, Ascetic","OGN","Origins","Unit","Showcase","Calm","5","1","5","","League Splash Team","[Shield] (+1 :rb_might: while I'm a defender.) :rb_exhaust:: Buff me. (I get a +1 :rb_might: buff.) I can have any number of buffs.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d34a98faacd3f7d32afd6fad99c806f202aa9dad-744x1039.png?accountingTag=RB"
"ogn-079a-298","OGN-079a/298","79","Leona, Zealot","OGN","Origins","Unit","Showcase","Calm","6","1","6","","Six More Vodka","If an opponent's score is within 3 points of the Victory Score, I enter ready. Stunned enemy units here have -8 :rb_might:, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/451caa433b1fbe8e9d2b86548b82c3c5f2bac620-744x1039.png?accountingTag=RB"
"ogn-079-298","OGN-079/298","79","Leona, Zealot","OGN","Origins","Unit","Epic","Calm","6","1","6","","Six More Vodka","If an opponent's score is within 3 points of the Victory Score, I enter ready. Stunned enemy units here have -8 :rb_might:, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3bd1e924bec41b0f733fc8b93dc8918ce5a53ba4-744x1039.png?accountingTag=RB"
"ogn-080-298","OGN-080/298","80","Mystic Reversal","OGN","Origins","Spell","Epic","Calm","4","3","","","Polar Engine Studio","[Reaction] (Play any time, even before spells and abilities resolve.) Gain control of a spell. You may make new choices for it.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/298fe91f9d76086b7d77880e11016ed46389b61b-744x1039.png?accountingTag=RB"
"ogn-081-298","OGN-081/298","81","Seal of Focus","OGN","Origins","Gear","Epic","Calm","0","1","","","Kudos Productions",":rb_exhaust:: [Reaction] — [Add] :rb_rune_calm:. (Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/288c300c4e4cb10ecfe6c3cbb543d0636b306852-744x1039.png?accountingTag=RB"
"ogn-082-298","OGN-082/298","82","Whiteflame Protector","OGN","Origins","Unit","Epic","Calm","8","2","8","","Aron Elekes","When you play me, give a unit +8 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a5cdd793736f915fa1b4ea388af66de7b2bc00cb-744x1039.png?accountingTag=RB"
"ogn-083-298","OGN-083/298","83","Consult the Past","OGN","Origins","Spell","Common","Mind","4","","","","Kudos Productions","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) [Reaction] (Play any time, even before spells and abilities resolve.) Draw 2.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/198d950d3933972273ec714e9264cbd563ea6920-744x1039.png?accountingTag=RB"
"ogn-084-298","OGN-084/298","84","Eager Apprentice","OGN","Origins","Unit","Common","Mind","3","","3","","Six More Vodka","While I'm at a battlefield, the Energy costs for spells you play is reduced by :rb_energy_1:, to a minimum of :rb_energy_1:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf6d5447ff3634d8c2c0216cb2e5802fb5ca0b2e-744x1039.png?accountingTag=RB"
"ogn-085-298","OGN-085/298","85","Falling Comet","OGN","Origins","Spell","Common","Mind","5","","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Deal 6 to a unit at a battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/eaaf300a07d5b2927fe9a601d70f2a01b512cc7e-744x1039.png?accountingTag=RB"
"ogn-086-298","OGN-086/298","86","Jeweled Colossus","OGN","Origins","Unit","Common","Mind","5","","5","","Kudos Productions","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.) [Shield] (+1 :rb_might: while I'm a defender.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/775bea14038165fd9feb15c796ed84aa00a032e1-744x1039.png?accountingTag=RB"
"ogn-087-298","OGN-087/298","87","Lecturing Yordle","OGN","Origins","Unit","Common","Mind","3","","2","","Kudos Productions","[Tank] (I must be assigned combat damage first.) When you play me, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62e22370dac35c18de21efbfce9c86ca821e9105-744x1039.png?accountingTag=RB"
"ogn-088-298","OGN-088/298","88","Mega-Mech","OGN","Origins","Unit","Common","Mind","7","","8","","Valentin Gloaguen","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f71db7b62798a2a10a1ab0d293c26ac9dd163c6a-744x1039.png?accountingTag=RB"
"ogn-089a-298","OGN-089a/298","89","Mind Rune","OGN","Origins","Rune","Showcase","Mind","","","","","Fairfoul","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ecf8c8632c728520b51cd4bc79036677e96ebdfd-1488x2078.png?accountingTag=RB"
"ogn-089-298","OGN-089/298","89","Mind Rune","OGN","Origins","Rune","Common","Mind","","","","","Greg Ghielmetti & Leah Chen","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f99aa4874baaebd2e81798c8a3aa01c5900f6d30-744x1039.png?accountingTag=RB"
"ogn-090-298","OGN-090/298","90","Orb of Regret","OGN","Origins","Gear","Common","Mind","1","","","","Kudos Productions",":rb_exhaust:: Give a unit -1 :rb_might: this turn, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fd883b646d1a3cdb1a03b0c19dc62c92ca552f4f-744x1039.png?accountingTag=RB"
"ogn-091-298","OGN-091/298","91","Pit Crew","OGN","Origins","Unit","Common","Mind","3","","3","","Chris Kintner","When you play a gear, ready me.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8023223b55adc44bafe1f8c5f305d3dde6f6d114-744x1039.png?accountingTag=RB"
"ogn-092-298","OGN-092/298","92","Riptide Rex","OGN","Origins","Unit","Common","Mind","6","2","6","","MAR Studio","When you play me, deal 6 to an enemy unit at a battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e09bf1fb6d72da31d415ea31ae7413fe7f02d650-744x1039.png?accountingTag=RB"
"ogn-093-298","OGN-093/298","93","Smoke Screen","OGN","Origins","Spell","Common","Mind","2","1","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) Give a unit -4 :rb_might: this turn, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/06c34457afd09b828ee0b2862ed51eb31004d888-744x1039.png?accountingTag=RB"
"ogn-094-298","OGN-094/298","94","Sprite Call","OGN","Origins","Spell","Common","Mind","3","","","","Envar Studio","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) [Action] (Play on your turn or in showdowns.) Play a ready 3 :rb_might: Sprite unit token with [Temporary]. (Kill it at the start of its controller's Beginning Phase, before scoring.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab3db48dcbb12b01151d3a08c2412020380b7ca5-744x1039.png?accountingTag=RB"
"ogn-095-298","OGN-095/298","95","Stupefy","OGN","Origins","Spell","Common","Mind","1","","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) Give a unit -1 :rb_might: this turn, to a minimum of 1 :rb_might:. Draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/837a5976192bbf8bdb4086429802167548ecc119-744x1039.png?accountingTag=RB"
"ogn-096-298","OGN-096/298","96","Watchful Sentry","OGN","Origins","Unit","Common","Mind","2","","1","","Six More Vodka","[Deathknell] — Draw 1. (When I die, get the effect.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d84da2c62b1e218a0a74b227c49ce8a953918ebd-744x1039.png?accountingTag=RB"
"ogn-097-298","OGN-097/298","97","Blastcone Fae","OGN","Origins","Unit","Uncommon","Mind","2","1","2","","Caravan Studio","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) When you play me, give a unit -2 :rb_might: this turn, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fac53b2216490c99ad7ce11dc5e663a692d6c104-744x1039.png?accountingTag=RB"
"ogn-098-298","OGN-098/298","98","Energy Conduit","OGN","Origins","Gear","Uncommon","Mind","3","","","","Kudos Productions",":rb_exhaust:: [Reaction] — [Add] :rb_energy_1:. (Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0e0a67e9e9b1d45d12d248df78b4e643b70bdc1-744x1039.png?accountingTag=RB"
"ogn-099-298","OGN-099/298","99","Garbage Grabber","OGN","Origins","Gear","Uncommon","Mind","2","","","","Caravan Studio","Recycle 3 from your trash, :rb_energy_1:, :rb_exhaust:: Draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/199f21237aeee2582904463a15ec62ce29452c10-744x1039.png?accountingTag=RB"
"ogn-100-298","OGN-100/298","100","Gemcraft Seer","OGN","Origins","Unit","Uncommon","Mind","3","1","3","","Bubble Cat Studio","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.) Other friendly units have [Vision].","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4b6965bd592a5f602ab932094d677b6c85b2372b-744x1039.png?accountingTag=RB"
"ogn-101-298","OGN-101/298","101","Mushroom Pouch","OGN","Origins","Gear","Uncommon","Mind","2","","","","Polar Engine Studio","At the start of your Beginning Phase, if you control a facedown card at a battlefield, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ef5b3125fda91c0d0a02b7e6dfb7d3d5bafa8bd0-744x1039.png?accountingTag=RB"
"ogn-102-298","OGN-102/298","102","Portal Rescue","OGN","Origins","Spell","Uncommon","Mind","3","1","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Banish a friendly unit, then its owner plays it to their base, ignoring its cost.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bafb4c68fa9a3eb71fecd0cdffb9e20b9f68d532-744x1039.png?accountingTag=RB"
"ogn-103-298","OGN-103/298","103","Ravenbloom Student","OGN","Origins","Unit","Uncommon","Mind","2","","2","","Polar Engine Studio","When you play a spell, give me +1 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b98b1ff793b6eb263957258742cc83d50fda6537-744x1039.png?accountingTag=RB"
"ogn-104-298","OGN-104/298","104","Retreat","OGN","Origins","Spell","Uncommon","Mind","1","","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) Return a friendly unit to its owner's hand. Its owner channels 1 rune exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/71ecf6c06d3110a81ac0f01c726c06921f479a13-744x1039.png?accountingTag=RB"
"ogn-105-298","OGN-105/298","105","Singularity","OGN","Origins","Spell","Uncommon","Mind","6","2","","","Kudos Productions","Deal 6 to each of up to two units.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/792edce1a64d4a92740aa3fa240e21e161513944-744x1039.png?accountingTag=RB"
"ogn-106-298","OGN-106/298","106","Sprite Mother","OGN","Origins","Unit","Uncommon","Mind","4","1","3","","Envar Studio","When you play me, play a ready 3 :rb_might: Sprite unit token with [Temporary] here. (Kill it at the start of its controller's Beginning Phase, before scoring.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65c06528f88de1ac207b382d4830ccfdd08a2d12-744x1039.png?accountingTag=RB"
"ogn-107-298","OGN-107/298","107","Ava Achiever","OGN","Origins","Unit","Rare","Mind","5","","4","","Kudos Productions","When I attack, you may pay :rb_rune_mind: to play a card with [Hidden] from your hand, ignoring its cost. If it’s a unit, play it here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/93e91aa99eb09baa68dd95b0013a89d9ffde5240-744x1039.png?accountingTag=RB"
"ogn-108-298","OGN-108/298","108","Convergent Mutation","OGN","Origins","Spell","Rare","Mind","2","1","","","Wild Blue Studios","[Reaction] (Play any time, even before spells and abilities resolve.) Choose a friendly unit. This turn, increase its Might to the Might of another friendly unit.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/61d414fc67ff52b9082e282e628dd0916afd8454-744x1039.png?accountingTag=RB"
"ogn-109-298","OGN-109/298","109","Dr. Mundo, Expert","OGN","Origins","Unit","Rare","Mind","8","2","6","","League Splash Team","My Might is increased by the number of cards in your trash. At the start of your Beginning Phase, recycle 3 from your trash.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf51fe8bedf5139e8cc1fc062969949ea7b121f0-744x1039.png?accountingTag=RB"
"ogn-110-298","OGN-110/298","110","Ekko, Recurrent","OGN","Origins","Unit","Rare","Mind","5","1","5","","Six More Vodka","[Accelerate] (You may pay :rb_energy_1::rb_rune_mind: as an additional cost to have me enter ready.) [Deathknell] — Recycle me to ready your runes. (When I die, get the effect.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/65da19325b6def53d33c07bc1aa8f91fd2f1e723-744x1039.png?accountingTag=RB"
"ogn-111-298","OGN-111/298","111","Heimerdinger, Inventor","OGN","Origins","Unit","Rare","Mind","3","1","3","","Six More Vodka","I have all :rb_exhaust: abilities of all friendly legends, units, and gear.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b14a5f9d567c90329c151a8cc72d870b47b1434-744x1039.png?accountingTag=RB"
"ogn-112a-298","OGN-112a/298","112","Kai'Sa, Evolutionary","OGN","Origins","Unit","Showcase","Mind","6","1","6","","League Splash Team","[Ganking] (I can move from battlefield to battlefield.) When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c8c9619d4afd081de548b511000f7c4b849ec1e-744x1039.png?accountingTag=RB"
"ogn-112-298","OGN-112/298","112","Kai'Sa, Evolutionary","OGN","Origins","Unit","Rare","Mind","6","1","6","","Kudos Productions","[Ganking] (I can move from battlefield to battlefield.) When I conquer, you may play a spell from your trash with Energy cost less than your points without paying its Energy cost. Then recycle it. (You must still pay its Power cost.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fc4ee60eaedd5c56a9222fd07482b6a86b11baa4-744x1039.png?accountingTag=RB"
"ogn-113-298","OGN-113/298","113","Malzahar, Fanatic","OGN","Origins","Unit","Rare","Mind","4","","3","","League Splash Team","Kill a friendly unit or gear, :rb_exhaust:: [Action] — [Add] :rb_rune_rainbow::rb_rune_rainbow:. (Use on your turn or in showdowns. Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba1fa3a18b1c2ff132ad536577e53deb49bce1f9-744x1039.png?accountingTag=RB"
"ogn-114-298","OGN-114/298","114","Progress Day","OGN","Origins","Spell","Rare","Mind","6","1","","","Kudos Productions","Draw 4.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b15f479a8f29e31b6e4c06cf2d7c8cb8630073ef-744x1039.png?accountingTag=RB"
"ogn-115-298","OGN-115/298","115","Promising Future","OGN","Origins","Spell","Rare","Mind","5","1","","","Kudos Productions","Each player looks at the top 5 cards of their Main Deck, banishes one of them, then recycles the rest. Starting with the next player, each player plays those cards, ignoring Energy costs. (They must still pay Power costs.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1ea5e7e50aaecee0b2ee2657d3c829dff0718fba-744x1039.png?accountingTag=RB"
"ogn-116-298","OGN-116/298","116","Thousand-Tailed Watcher","OGN","Origins","Unit","Rare","Mind","7","1","7","","Six More Vodka","[Accelerate] (You may pay :rb_energy_1::rb_rune_mind: as an additional cost to have me enter ready.) When you play me, give enemy units -3 :rb_might: this turn, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b20e5644c33924a58e0497dd9f7db19723147003-744x1039.png?accountingTag=RB"
"ogn-117-298","OGN-117/298","117","Viktor, Innovator","OGN","Origins","Unit","Rare","Mind","4","1","3","","League Splash Team","When you play a card on an opponent's turn, play a 1 :rb_might: Recruit unit token in your base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/35be0b10f13611b4f5d828f2a79001036ab57ba1-744x1039.png?accountingTag=RB"
"ogn-117a-298","OGN-117a/298","117","Viktor, Innovator","OGN","Origins","Unit","Showcase","Mind","4","1","3","","League Splash Team","When you play a card on an opponent's turn, play a 1 :rb_might: Recruit unit token in your base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/12dfa6b38edc9b23f216c0a1828474f7506d49c0-744x1039.png?accountingTag=RB"
"ogn-118-298","OGN-118/298","118","Wraith of Echoes","OGN","Origins","Unit","Rare","Mind","6","1","5","","Michal Ivan","The first time a friendly unit dies each turn, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/10785ab5267ca3ff2dea081d8d18ba47c3858517-744x1039.png?accountingTag=RB"
"ogn-119a-298","OGN-119a/298","119","Ahri, Inquisitive","OGN","Origins","Unit","Showcase","Mind","3","1","3","","Kudos Productions","When I attack or defend, give an enemy unit here -2 :rb_might: this turn, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7adc5aa8dba66bf918b8140699cb3a74f7b0efb5-744x1039.png?accountingTag=RB"
"ogn-119-298","OGN-119/298","119","Ahri, Inquisitive","OGN","Origins","Unit","Epic","Mind","3","1","3","","Six More Vodka","When I attack or defend, give an enemy unit here -2 :rb_might: this turn, to a minimum of 1 :rb_might:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cfa28e1abcac1db780d11e82985e13ee5978290d-744x1039.png?accountingTag=RB"
"ogn-120-298","OGN-120/298","120","Seal of Insight","OGN","Origins","Gear","Epic","Mind","0","1","","","Kudos Productions",":rb_exhaust:: [Reaction] — [Add] :rb_rune_mind:. (Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9ee0dc0221f83d569e0f458374e40f7238f306c2-744x1039.png?accountingTag=RB"
"ogn-121-298","OGN-121/298","121","Teemo, Strategist","OGN","Origins","Unit","Epic","Mind","2","1","2","","Six More Vodka","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) When I defend, choose an enemy unit here and reveal the top 5 cards of your Main Deck. Deal 1 to that unit for each card with [Hidden] revealed this way, then recycle the revealed cards.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b05f31bf744972983f61a9f5801b4ffd68fb9ebf-744x1039.png?accountingTag=RB"
"ogn-121a-298","OGN-121a/298","121","Teemo, Strategist","OGN","Origins","Unit","Showcase","Mind","2","1","2","","League Splash Team","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) When I defend, choose an enemy unit here and reveal the top 5 cards of your Main Deck. Deal 1 to that unit for each card with [Hidden] revealed this way, then recycle the revealed cards.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0709ab02b75d9acc8f3c4037ec3a4140323150d8-744x1039.png?accountingTag=RB"
"ogn-122-298","OGN-122/298","122","Time Warp","OGN","Origins","Spell","Epic","Mind","10","4","","","Kudos Productions","Take a turn after this one. Banish this.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b97bbcf3cf6cb6e5f4baaa1bfbb85dc860eb950b-744x1039.png?accountingTag=RB"
"ogn-123-298","OGN-123/298","123","Unchecked Power","OGN","Origins","Spell","Epic","Mind","7","2","","","Kudos Productions","Exhaust all friendly units, then deal 12 to ALL units at battlefields.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c44cd1f6f41144c770ac79f10e5ae75f0c6d6435-744x1039.png?accountingTag=RB"
"ogn-124-298","OGN-124/298","124","Arena Bar","OGN","Origins","Gear","Common","Body","3","","","","Kudos Productions",":rb_exhaust:: Buff an exhausted friendly unit. (If it doesn't have a buff, it gets a +1 :rb_might: buff.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/519306d1d4a36f2d54fe0982268a197a257f5e5d-744x1039.png?accountingTag=RB"
"ogn-125-298","OGN-125/298","125","Bilgewater Bully","OGN","Origins","Unit","Common","Body","6","","6","","Envar Studio","While I'm buffed, I have [Ganking]. (I can move from battlefield to battlefield.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/474f66ffa1ecebd9e0341d644cb82a3b8135eece-744x1039.png?accountingTag=RB"
"ogn-126a-298","OGN-126a/298","126","Body Rune","OGN","Origins","Rune","Showcase","Body","","","","","Fairfoul","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/011081f82cab36f8ec0d6874492512fd7859f59e-1488x2078.png?accountingTag=RB"
"ogn-126-298","OGN-126/298","126","Body Rune","OGN","Origins","Rune","Common","Body","","","","","Greg Ghielmetti & Leah Chen","","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3b3c3c07626d6180457c849047e0228dc0d19539-744x1039.png?accountingTag=RB"
"ogn-127-298","OGN-127/298","127","Cannon Barrage","OGN","Origins","Spell","Common","Body","2","1","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) Deal 2 to all enemy units in combat.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/07ef531829e5c6084a8d31044ebd783a9266f59e-744x1039.png?accountingTag=RB"
"ogn-128-298","OGN-128/298","128","Challenge","OGN","Origins","Spell","Common","Body","2","1","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Choose a friendly unit and an enemy unit. They deal damage equal to their Mights to each other.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f5c1aeaee373c481b7ea2a638cd6f9e815ac105d-744x1039.png?accountingTag=RB"
"ogn-129-298","OGN-129/298","129","Confront","OGN","Origins","Spell","Common","Body","2","","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Units you play this turn enter ready. Draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/691a38a7c344fdb5ee86e34d41321d99754286a7-744x1039.png?accountingTag=RB"
"ogn-130-298","OGN-130/298","130","Crackshot Corsair","OGN","Origins","Unit","Common","Body","3","","3","","Six More Vodka","When I attack, deal 1 to an enemy unit here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9106ab084e02d7a489cb351e98112e5833b0bb11-744x1039.png?accountingTag=RB"
"ogn-131-298","OGN-131/298","131","Dune Drake","OGN","Origins","Unit","Common","Body","5","","5","","Bubble Cat Studio","When I attack, give me +2 :rb_might: this turn if there is a ready enemy unit here.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ba18bf4a5fa9777a0cb5ae69cc7e6f049bbceaa0-744x1039.png?accountingTag=RB"
