"id","code","collector_number","name","set_id","set_name","type","rarity","domains","energy","power","might","tags","illustrator","ability_text","image_url"
"sfd-061-221","SFD-061/221","61","Aspiring Engineer","SFD","Spiritforged","Unit","Common","Mind","3","1","3","","Six More Vodka","When you play me, return a gear from your trash to your hand.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5d61995ae384bcee56838beb0eb6d83bf5faefad-744x1039.png?accountingTag=RB"
"sfd-062-221","SFD-062/221","62","Bubble Bot","SFD","Spiritforged","Unit","Common","Mind","3","","3","","Envar Studio","When you play me, ready another friendly Mech.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c0fe9df24ae4b8a5b4fb8276b1bd6c5a5f5f7b2b-744x1039.png?accountingTag=RB"
"sfd-063-221","SFD-063/221","63","Chemtech Cask","SFD","Spiritforged","Gear","Common","Mind","1","","","","Six More Vodka & 黯荧岛Dark Glow","When you play a spell on an opponent's turn, you may exhaust me to play a Gold gear token exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/39071feea6d3739a834a83b1841f496bdfc3a59a-744x1039.png?accountingTag=RB"
"sfd-064-221","SFD-064/221","64","Cloth Armor","SFD","Spiritforged","Gear","Common","Mind","1","","","","黯荧岛Dark Glow","[Quick-Draw] (This has [Reaction]. When you play it, attach it to a unit you control.) [Equip] :rb_rune_mind: (:rb_rune_mind:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fe02bf01609ff2e6cc6fa8fbd578fd596ab5cb84-744x1039.png?accountingTag=RB"
"sfd-065-221","SFD-065/221","65","Forecaster","SFD","Spiritforged","Unit","Common","Mind","2","","2","","Envar Studio","Your Mechs have [Vision]. (When you play us, look at the top card of your Main Deck. You may recycle it.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3f58f0c58503e4f8caecb7ea7f77b478a1e92961-744x1039.png?accountingTag=RB"
"sfd-066-221","SFD-066/221","66","Frigid Touch","SFD","Spiritforged","Spell","Common","Mind","2","","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) [Repeat] :rb_energy_2: (You may pay the additional cost to repeat this spell's effect.) Give a unit -2 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1caaf42d4cc12ab9acc57dc8c572448f8d8dd34d-744x1039.png?accountingTag=RB"
"sfd-067-221","SFD-067/221","67","Frostcoat Cub","SFD","Spiritforged","Unit","Common","Mind","3","","3","","Caravan Studio","You may pay :rb_rune_mind: as an additional cost to play me. When you play me, if you paid the additional cost, give a unit -2 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0b5f1f6ed65e070d2878b8aa21fd95e43688fc1d-744x1039.png?accountingTag=RB"
"sfd-068-221","SFD-068/221","68","Gearhead","SFD","Spiritforged","Unit","Common","Mind","5","","3","","Six More Vodka & 黯荧岛Dark Glow","[Accelerate] (You may pay :rb_energy_1::rb_rune_mind: as an additional cost to have me enter ready.) Each Equipment attached to me gives double its base Might bonus.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/355b97bf135b8c60afabca7e4c6ecbf1aa25b4d9-744x1039.png?accountingTag=RB"
"sfd-069-221","SFD-069/221","69","Plundering Poro","SFD","Spiritforged","Unit","Common","Mind","2","","2","","Six More Vodka","When I conquer, play a Gold gear token exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4ff9e6c73f67b505e50ec2f5f513292fe5b20b95-744x1039.png?accountingTag=RB"
"sfd-070-221","SFD-070/221","70","Wages of Pain","SFD","Spiritforged","Spell","Common","Mind","3","","","","Kudos Productions","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) [Action] (Play on your turn or in showdowns.) Deal 3 to a unit at a battlefield. Play a Gold gear token exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aef5c891bd6f7cbc3a97b1e01688868316599929-744x1039.png?accountingTag=RB"
"sfd-071-221","SFD-071/221","71","Breakneck Mech","SFD","Spiritforged","Unit","Uncommon","Mind","8","2","7","","Caravan Studio","Your Mechs have [Deflect] and [Ganking]. (Opponents must pay :rb_rune_rainbow: to choose us with a spell or ability. We can move from battlefield to battlefield.) I enter ready if you control another Mech.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8564fc233cfcb4fc774ac4bc4ee72085d7586163-744x1039.png?accountingTag=RB"
"sfd-072-221","SFD-072/221","72","Dropboarder","SFD","Spiritforged","Unit","Uncommon","Mind","4","","4","","Dao Trong Le","When you play me, if you control two or more gear, ready me.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8572e4cb5af60dd548e3b87374ff1b12840d981a-744x1039.png?accountingTag=RB"
"sfd-073-221","SFD-073/221","73","Experimental Hexplate","SFD","Spiritforged","Gear","Uncommon","Mind","1","","","","黯荧岛Dark Glow","[Equip] :rb_rune_mind: (:rb_rune_mind:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/940a5e9796d4ac10a238d9b2612545c04bd9a570-744x1039.png?accountingTag=RB"
"sfd-074-221","SFD-074/221","74","Pickpocket","SFD","Spiritforged","Unit","Uncommon","Mind","3","","3","","Six More Vodka","When you play me, you may kill a gear with Energy cost no more than :rb_energy_1:. If you do, play a Gold gear token exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ebf54af997e53079e1a476feb0411d1791b20f7e-744x1039.png?accountingTag=RB"
"sfd-075-221","SFD-075/221","75","Prize of Progress","SFD","Spiritforged","Unit","Uncommon","Mind","4","1","3","","Six More Vodka","When you use an activated ability of a gear, give me +1 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c08f0b6ed24415e6a440a17931c7e2a2db3ab2cc-744x1039.png?accountingTag=RB"
"sfd-076-221","SFD-076/221","76","Production Surge","SFD","Spiritforged","Spell","Uncommon","Mind","4","1","","","Kudos Productions","This costs :rb_energy_2: less if you control a Mech. Play a 3 :rb_might: Mech unit token to your base. Draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/78783854dd9372138e599affbe96a269d8908c29-744x1039.png?accountingTag=RB"
"sfd-077-221","SFD-077/221","77","Rocket Barrage","SFD","Spiritforged","Spell","Uncommon","Mind","4","1","","","Kudos Productions","[Repeat] :rb_energy_4::rb_rune_mind: (You may pay the additional cost to repeat this spell's effect, and may make different choices.) Choose one — Deal 4 to a unit in a base.Kill a gear.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0378f9adf9df08fed264fdd217ce0e94c3f611cb-744x1039.png?accountingTag=RB"
"sfd-078-221","SFD-078/221","78","Temporal Portal","SFD","Spiritforged","Gear","Uncommon","Mind","3","","","","Kudos Productions",":rb_rune_rainbow:, :rb_exhaust:: Give the next spell you play this turn [Repeat] equal to its cost. (You may pay the additional cost to repeat the spell's effect.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a6b8167486d552cc41d10cb9321bae4cef338fa7-744x1039.png?accountingTag=RB"
"sfd-079-221","SFD-079/221","79","Bard, Mercurial","SFD","Spiritforged","Unit","Rare","Mind","4","1","4","","Caravan Studio","You may exhaust your legend as an additional cost to play me. When you play me, if you paid the additional cost, move any number of your units to an open battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/edfefb81b8821f548a234d8e6d54fd072d7dc22c-744x1039.png?accountingTag=RB"
"sfd-080-221","SFD-080/221","80","Bellows Breath","SFD","Spiritforged","Spell","Rare","Mind","1","1","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) [Repeat] :rb_energy_1::rb_rune_mind: (You may pay the additional cost to repeat this spell's effect.) Deal 1 to up to three units at the same location.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f0ae1c4bb788f6fadc251c9d9b36f3f92eef4c56-744x1039.png?accountingTag=RB"
"sfd-081-221","SFD-081/221","81","Card Sharp","SFD","Spiritforged","Unit","Rare","Mind","3","","3","","Grafit Studio","When you play me, you and each opponent may play a Gold gear token exhausted. For each opponent who did, you play a Gold gear token exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8bfd5dc22473d439cd78d5a3cb23ed03de66953d-744x1039.png?accountingTag=RB"
"sfd-082a-221","SFD-082a/221","82","Ezreal, Dashing","SFD","Spiritforged","Unit","Showcase","Mind","4","1","3","","League Splash Team","When I attack or defend, deal damage equal to my Might to an enemy unit here. I don't deal combat damage. :rb_rune_mind:: [Action] — Move me to your base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/83da64e39d838d2fee68c319c03fbff0d4c7035f-744x1039.png?accountingTag=RB"
"sfd-082-221","SFD-082/221","82","Ezreal, Dashing","SFD","Spiritforged","Unit","Rare","Mind","4","1","3","","Six More Vodka","When I attack or defend, deal damage equal to my Might to an enemy unit here. I don't deal combat damage. :rb_rune_mind:: [Action] — Move me to your base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e040f7b7ca16009a2558674a911b8cc93122ba3-744x1039.png?accountingTag=RB"
"sfd-083-221","SFD-083/221","83","Hextech Anomaly","SFD","Spiritforged","Gear","Rare","Mind","3","1","","","Kudos Productions",":rb_exhaust:: [Reaction] — Pay any amount of :rb_rune_rainbow: to [Add] that much Energy. (Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/32a46943778755e2b6210e5adb4507780f08e2c8-744x1039.png?accountingTag=RB"
"sfd-084-221","SFD-084/221","84","Jayce, Man of Progress","SFD","Spiritforged","Unit","Rare","Mind","4","","4","","TUTU","When you play me, you may kill a friendly gear. If you do, you may play a gear with Energy cost no more than :rb_energy_7: from hand this turn, ignoring its Energy cost. (You must still pay its Power cost.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b508fa4e52ebbd5f66e1fc7df28cfb70acdfe1f5-744x1039.png?accountingTag=RB"
"sfd-085a-221","SFD-085a/221","85","Ornn, Forge God","SFD","Spiritforged","Unit","Showcase","Mind","6","","4","","League Splash Team","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.) [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) I have +1 :rb_might: for each friendly gear.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/22af72b06cb92d4a0078dddfb87cc9c21c92231d-744x1039.png?accountingTag=RB"
"sfd-085-221","SFD-085/221","85","Ornn, Forge God","SFD","Spiritforged","Unit","Rare","Mind","6","","4","","Will Gist","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.) [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) I have +1 :rb_might: for each friendly gear.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f33c4ea9010ea5f440d4470554845c0ecae2c893-744x1039.png?accountingTag=RB"
"sfd-086-221","SFD-086/221","86","World Atlas","SFD","Spiritforged","Gear","Rare","Mind","3","","","","黯荧岛Dark Glow","[Equip] :rb_rune_mind: (:rb_rune_mind:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b8d96e128c19c5ff368119a60759cffa644e942-744x1039.png?accountingTag=RB"
"sfd-087-221","SFD-087/221","87","Premonition","SFD","Spiritforged","Spell","Epic","Mind","2","3","","","Polar Engine Studio","[Reaction] (Play any time, even before spells and abilities resolve.) Draw 3.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/20ad2f42bcf9a0402e2a0d5a21d55eacee9ecf35-744x1039.png?accountingTag=RB"
"sfd-088a-221","SFD-088a/221","88","Renata Glasc, Mastermind","SFD","Spiritforged","Unit","Showcase","Mind","5","","4","","League Splash Team",":rb_energy_1::rb_rune_mind:: Draw 1. :rb_energy_4::rb_rune_mind::rb_rune_mind::rb_rune_mind::rb_rune_mind:, :rb_exhaust:: Score 1 point. Use my abilities only while I'm at a battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b2b269d8ec274f3869ba42982f5710b160c4c43f-744x1039.png?accountingTag=RB"
"sfd-088-221","SFD-088/221","88","Renata Glasc, Mastermind","SFD","Spiritforged","Unit","Epic","Mind","5","","4","","League of Legends",":rb_energy_1::rb_rune_mind:: Draw 1. :rb_energy_4::rb_rune_mind::rb_rune_mind::rb_rune_mind::rb_rune_mind:, :rb_exhaust:: Score 1 point. Use my abilities only while I'm at a battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/be8f7e08562c076e8947aafc3ecd202051d17c02-744x1039.png?accountingTag=RB"
"sfd-089-221","SFD-089/221","89","Rumble, Scrapper","SFD","Spiritforged","Unit","Epic","Mind","5","1","4","","Six More Vodka","Your Mechs have +1 :rb_might: (including me). When I hold, play a 3 :rb_might: Mech unit token to your base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6528aa0656cac59ff7299bc8bdac371238038080-744x1039.png?accountingTag=RB"
"sfd-089a-221","SFD-089a/221","89","Rumble, Scrapper","SFD","Spiritforged","Unit","Showcase","Mind","5","1","4","","League Splash Team","Your Mechs have +1 :rb_might: (including me). When I hold, play a 3 :rb_might: Mech unit token to your base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1acbb906fba20f4e5d60f7a82566ca9a19e1a6ea-744x1039.png?accountingTag=RB"
"sfd-090-221","SFD-090/221","90","The Zero Drive","SFD","Spiritforged","Gear","Epic","Mind","3","","","","Envar Studio","[Equip] :rb_energy_1::rb_rune_mind: (:rb_energy_1::rb_rune_mind:: Attach this to a unit you control.) :rb_energy_3::rb_rune_mind:, Banish this: Play all units banished with this, ignoring their costs. (Use only if unattached.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cc80cbfa1a64ad22dc5f7df870e9206f6938f7f5-744x1039.png?accountingTag=RB"
"sfd-091-221","SFD-091/221","91","Buhru Captain","SFD","Spiritforged","Unit","Common","Body","3","1","3","","Envar Studio","When you play me, you may draw 1 or buff me. (To buff a unit, give it a +1 :rb_might: buff if it doesn't already have one.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9f5186bd42c23f75ea84186aa2cb945cc02a222e-744x1039.png?accountingTag=RB"
"sfd-092-221","SFD-092/221","92","Combat Chef","SFD","Spiritforged","Unit","Common","Body","5","","5","","Envar Studio","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dffa05408c0b53f62dfbb9452986342ff2d4352d-744x1039.png?accountingTag=RB"
"sfd-093-221","SFD-093/221","93","Dauntless Vanguard","SFD","Spiritforged","Unit","Common","Body","4","1","4","","Six More Vodka","You may play me to an occupied enemy battlefield.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb19a57b58370952cb37fff27375826d5c274129-744x1039.png?accountingTag=RB"
"sfd-094-221","SFD-094/221","94","Direwing","SFD","Spiritforged","Unit","Common","Body","7","","7","","Six More Vodka","I enter ready if you control another Dragon.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/52edf5b0f045d7c65360a8eb3c21f0954750cd1a-744x1039.png?accountingTag=RB"
"sfd-095-221","SFD-095/221","95","Doran's Blade","SFD","Spiritforged","Gear","Common","Body","2","","","","黯荧岛Dark Glow","[Equip] :rb_rune_body: (:rb_rune_body:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/53fc0c307c83871c9755a496764ef7d6aa11f510-744x1039.png?accountingTag=RB"
"sfd-096-221","SFD-096/221","96","Laurent Bladekeeper","SFD","Spiritforged","Unit","Common","Body","3","","3","","Six More Vodka","Ganking (I can move from battlefield to battlefield.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d9dac8bbc898bfead8338ef387f2d144302e278f-744x1039.png?accountingTag=RB"
"sfd-097-221","SFD-097/221","97","Punch First","SFD","Spiritforged","Spell","Common","Body","1","2","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) Give a unit +5 :rb_might: this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d124efad90ff61d4ac29ee69fe71e48a7cd6ece2-744x1039.png?accountingTag=RB"
"sfd-098-221","SFD-098/221","98","Sea Monkey","SFD","Spiritforged","Unit","Common","Body","2","","2","","Bubble Cat Studio","You may pay :rb_energy_1: as an additional cost to play me. When you play me, if you paid the additional cost, buff me. (Give me a +1 :rb_might: buff if I don't already have one.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0ef7f1de2bc7845f5e3dace1634c6c58a8765452-744x1039.png?accountingTag=RB"
"sfd-099-221","SFD-099/221","99","Veteran Poro","SFD","Spiritforged","Unit","Common","Body","2","","2","","Six More Vodka","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/54b8aa5aa80e74e0c545d4c484353c5b9e78bdfc-744x1039.png?accountingTag=RB"
"sfd-100-221","SFD-100/221","100","Yordle Explorer","SFD","Spiritforged","Unit","Common","Body","4","","4","","Caravan Studio","When you play a card with Power cost :rb_rune_rainbow::rb_rune_rainbow: or more, draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/556b20c8c605545f13a8990dca36586a287ebb29-744x1039.png?accountingTag=RB"
"sfd-101-221","SFD-101/221","101","Fae Dragon","SFD","Spiritforged","Unit","Uncommon","Body","7","1","7","","Bubble Cat Studio","When you play me, buff up to four friendly units. (Give each a +1 :rb_might: buff if it doesn't have one.) When you spend a buff, play a Gold gear token exhausted.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/76aeda6bf59acee92b512f4a0272892673cfce90-744x1039.png?accountingTag=RB"
"sfd-102-221","SFD-102/221","102","Hexdrinker","SFD","Spiritforged","Gear","Uncommon","Body","2","","","","黯荧岛Dark Glow","[Equip] :rb_rune_body: (:rb_rune_body:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7fdd555cbf9ef8c4ff8bd3ba38d187842de563d-744x1039.png?accountingTag=RB"
"sfd-103-221","SFD-103/221","103","Jaull-Fish","SFD","Spiritforged","Unit","Uncommon","Body","7","2","6","","MAR Studio","[Accelerate] (You may pay :rb_energy_1::rb_rune_body: as an additional cost to have me enter ready.) I cost :rb_energy_2: less for each of your [Mighty] units. (A unit is Mighty while it has 5+ :rb_might:.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/56a31630910179a1fb2f2ddf3e6e5c9627bddf5e-744x1039.png?accountingTag=RB"
"sfd-104-221","SFD-104/221","104","Petricite Monument","SFD","Spiritforged","Gear","Uncommon","Body","2","","","","Kudos Productions","[Temporary] (Kill this at the start of its controller's Beginning Phase, before scoring.) Friendly units have [Deflect]. (Opponents must pay :rb_rune_rainbow: to choose them with a spell or ability.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c994dcefe24e00f8033bc31327bf7dbe4a8703d1-744x1039.png?accountingTag=RB"
"sfd-105-221","SFD-105/221","105","Ruin Runner","SFD","Spiritforged","Unit","Uncommon","Body","6","","5","","Grafit Studio","I can't be chosen by enemy spells and abilities.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/08abcf17d3356325b0c1b83a78a87be855e5a71a-744x1039.png?accountingTag=RB"
"sfd-106-221","SFD-106/221","106","Show of Strength","SFD","Spiritforged","Spell","Uncommon","Body","2","1","","","Kudos Productions","[Reaction] (Play any time, even before spells and abilities resolve.) Draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ :rb_might:.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d04ac6687931018fd68368c65cc024155867cab4-744x1039.png?accountingTag=RB"
"sfd-107-221","SFD-107/221","107","Strike Down","SFD","Spiritforged","Spell","Uncommon","Body","3","1","","","Kudos Productions","Choose an equipped friendly unit. It deals damage equal to its Might to an enemy unit. Then detach an Equipment from it.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3570810e867d132fd5a60cc3462f53f42b245ad9-744x1039.png?accountingTag=RB"
"sfd-108-221","SFD-108/221","108","Warmog's Armor","SFD","Spiritforged","Gear","Uncommon","Body","1","","","","黯荧岛Dark Glow","[Equip] :rb_rune_body: (:rb_rune_body:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0d680867670dd75a66a632cd6f044a7f7e39b42b-744x1039.png?accountingTag=RB"
"sfd-109-221","SFD-109/221","109","Akshan, Mischievous","SFD","Spiritforged","Unit","Rare","Body","4","","4","","Six More Vodka","[Weaponmaster] You may pay :rb_rune_body::rb_rune_body: as an additional cost to play me. When you play me, if you paid the additional cost, move an enemy gear to your base. You control it until I leave the board. If it's an Equipment, attach it to me.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f9e79f88463c1d516b9f1b053661937676e0e1f4-744x1039.png?accountingTag=RB"
"sfd-110-221","SFD-110/221","110","Fiora, Peerless","SFD","Spiritforged","Unit","Rare","Body","3","1","3","","Six More Vodka","When I attack or defend one on one, double my Might this combat.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3fb80fed6fb916f47b7cebd5b31a970f1d0d562a-744x1039.png?accountingTag=RB"
"sfd-110a-221","SFD-110a/221","110","Fiora, Peerless","SFD","Spiritforged","Unit","Showcase","Body","3","1","3","","League Splash Team","When I attack or defend one on one, double my Might this combat.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9081906c24455218d9fef8c0faa04ecc85dc462c-744x1039.png?accountingTag=RB"
"sfd-111-221","SFD-111/221","111","Here to Help","SFD","Spiritforged","Spell","Rare","Body","2","1","","","Kudos Productions","[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.) [Action] (Play on your turn or in showdowns.) You may play a unit from hand to a battlefield you control, reducing its cost by :rb_energy_3:.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6daa8caf27f76f2b0bce189fb9df196129582afa-744x1039.png?accountingTag=RB"
"sfd-112-221","SFD-112/221","112","Kato the Arm","SFD","Spiritforged","Unit","Rare","Body","4","1","3","","Six More Vodka","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.) When I move to a battlefield, give another friendly unit my keywords and +:rb_might: equal to my Might this turn.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f4ea4f2f5169a3813d9eb7f0d3d2f41bdddebfc7-744x1039.png?accountingTag=RB"
"sfd-113-221","SFD-113/221","113","Lucian, Merciless","SFD","Spiritforged","Unit","Rare","Body","3","","3","","Six More Vodka","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) The first time I conquer each turn, ready me.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bc192b6e22e7a277c53f035809c59db4548a0fd5-744x1039.png?accountingTag=RB"
"sfd-113a-221","SFD-113a/221","113","Lucian, Merciless","SFD","Spiritforged","Unit","Showcase","Body","3","","3","","League Splash Team","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) The first time I conquer each turn, ready me.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e05478b8081b3694a795ab0308b1e2c2a7748715-744x1039.png?accountingTag=RB"
"sfd-114-221","SFD-114/221","114","Marching Orders","SFD","Spiritforged","Spell","Rare","Body","3","","","","Kudos Productions","[Action] (Play on your turn or in showdowns.) [Repeat] :rb_energy_3: (You may pay the additional cost to repeat this spell's effect.) Choose a friendly unit anywhere and an enemy unit at a battlefield. They deal damage equal to their Mights to each other.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b553f8e16e0ff1aaa57f74121e68954fbe45a07b-744x1039.png?accountingTag=RB"
"sfd-115-221","SFD-115/221","115","Trinity Force","SFD","Spiritforged","Gear","Rare","Body","4","","","","黯荧岛Dark Glow","[Equip] :rb_rune_body: (:rb_rune_body:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e8b64985389e5792afc2a2fe0dc23ae7590d7709-744x1039.png?accountingTag=RB"
"sfd-116-221","SFD-116/221","116","Yone, Blademaster","SFD","Spiritforged","Unit","Rare","Body","5","1","5","","蛋费鸡丁","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) When I conquer a battlefield that was uncontrolled, deal damage equal to my Might to an enemy unit in a base.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0e8efd9af74b65170e04eed45844e6d7e2c4d70b-744x1039.png?accountingTag=RB"
"sfd-117-221","SFD-117/221","117","Ancient Henge","SFD","Spiritforged","Gear","Epic","Body","2","1","","","Six More Vodka",":rb_exhaust:: [Reaction] — Pay any amount of Energy to [Add] that much :rb_rune_rainbow:. (Abilities that add resources can't be reacted to.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c7c260b77b4174a61aed6243ed90f76594102193-744x1039.png?accountingTag=RB"
"sfd-118-221","SFD-118/221","118","Boneshiver","SFD","Spiritforged","Gear","Epic","Body","3","","","","Envar Studio","[Equip] :rb_energy_1::rb_rune_body: (:rb_energy_1::rb_rune_body:: Attach this to a unit you control.)","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c3e4d8c3f3975a7429428ac90e5ebcffa1f8e5a9-744x1039.png?accountingTag=RB"
"sfd-119-221","SFD-119/221","119","Jax, Unrelenting","SFD","Spiritforged","Unit","Epic","Body","4","1","3","","Envar Studio","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) When you attach an Equipment to me, you may pay :rb_energy_1: to draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e63ab3370a6e4ce4baddfba12ab92468f6cc9541-744x1039.png?accountingTag=RB"
"sfd-119a-221","SFD-119a/221","119","Jax, Unrelenting","SFD","Spiritforged","Unit","Showcase","Body","4","1","3","","League Splash Team","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.) When you attach an Equipment to me, you may pay :rb_energy_1: to draw 1.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a5796125bdb0af8ceb60cd0c5c273c6417e0f7da-744x1039.png?accountingTag=RB"
"sfd-120-221","SFD-120/221","120","Sivir, Ambitious","SFD","Spiritforged","Unit","Epic","Body","6","3","7","","Six More Vodka","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or Ability.) When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you may deal that much to an enemy unit.","https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bd3f242c9ca59cfc2d7dc5b146877c66bb310bb7-744x1039.png?accountingTag=RB"
